property_type;place_name;state_name;lat;lon;price;currency;price_aprox_local_currency;price_aprox_usd;surface_total_in_m2;surface_covered_in_m2;price_usd_per_m2;price_per_m2;floor;rooms;expenses;properati_url;description;title
apartment;Palermo;Capital Federal;-34.573237498800005;-58.43896695340001;1820000.0;ARS;1801014.52;102072.29;;35.0;;52000.0;;1.0;;http://www.properati.com.ar/15ihu_venta_departamento_palermo_garage_aire-acondicionado_subte-linea-d_grupo-galactica;Características:>Pisos Flotantes>Carpinterías de Aluminio>Muebles de Cocina revestidos en Melanina>Anafes Eléctricos>Mesadas de Granito en Cocina y Mármol en Baño>Griferías y artefactos Sanitarios>Hall de Acceso de Moderno Diseño>Aire Acondicionado Frío y Calor Instalado>Agua Caliente Central>LaundryCercanía con los barrios de Belgrano Colegiales y Las Cañitas. Cerca de las estaciones de Subte D: Ministro Carranza y Olleros.;Monoambiente a Estrenar en Palermo
apartment;Palermo;Capital Federal;-34.5733788449;-58.4390098688;1716200.0;ARS;1698297.24;96250.8;;37.0;;46383.78378378379;;1.0;;http://www.properati.com.ar/15ihw_venta_departamento_palermo_garage_aire-acondicionado_subte-linea-d_grupo-galactica;Características:>Pisos Flotantes>Carpinterías de Aluminio>Muebles de Cocina revestidos en Melanina>Anafes Eléctricos>Mesadas de Granito en Cocina y Mármol en Baño>Griferías y artefactos Sanitarios>Hall de Acceso de Moderno Diseño>Aire Acondicionado Frío y Calor Instalado>Agua Caliente Central>Laundry.Cercanía con los barrios de Belgrano Colegiales y Las Cañitas. Cerca de las estaciones de Subte D: Ministro Carranza y Olleros.;Monoambiente a Estrenar en Palermo
store;Palermo;Capital Federal;-34.58401489;-58.4288559;;;;;650.0;615.0;;;;8.0;;http://www.properati.com.ar/15jf4_venta_local_palermo_soler_5100_balcon_jardin_terraza_luminoso_amoblado_aire-acondicionado_subte-linea-d_gei-inmobiliaria;Corredor Responsable: Federico Bogianchino Propiedades - C.U.C.I.C.B.A Nro. 6542 - CSI Nro. 5871Contacto - Tel: 11  - Cel: 115 829 8148La oferta de este inmueble es a título informativo, pues la venta de la propiedad está supeditada a que el propietario cumplimente el trámite ante la AFIP para la obtención del COTI (Código de Oferta de Transferencia de Inmuebles) En una ubicación con todos los beneficios de las disposiciones para el Distrito Audiovisual, este luminoso edificio ofrece la opción de abrir sus puertas como RESTAURANTE ya que se encuentra totalmente equipado y amoblado para tal fin, tanto como para OTROS MULTIPLES FINES todos con las prestaciones de una óptima construcción.SUBSUELO de aproximadamente 70 mts2 : Equipamiento completo para cocina de restaurante OPCIONAL, pedir detalleSuperficies de pared 100 por ciento revestidas en azulejos apto cocinaCuarto de máquinas equipo de aire acondicionado frio calor de 50.000 frigorías.-Todo el servicio de demanda de energía y potencia se encuentra alimentado de modo trifásico.-El resto de la demanda de electricidad se encuentra distribuida y segmentada con protecciones por disyuntores y llaves térmicas.-Baño 1, equipamiento roca, pisos mármol Antracita Dark, pisos paredes azulejos negros apto sanitarios, espejo media pared, 4mmBaño 2 mingitorios en acero inoxidable, equipamiento roca, pisos Antracita Dark,  azulejo en paredes apto sanitarios, espejos media pared 4mmToilletteSala de bombeo elevación aguas servidas y  líquidos cloacales con puerta individual.-Sala de producción de agua caliente por termotanque de alta recuperación de 100 ltsDistribuidor de tránsito, con puerta de separación de baños públicos y áreas de trabajo Escalera revestida en madera noble de 1 pulgada en tablas de 20 centimetros de ancho Todo el subsuelo ventilado mecánicamente con inyección y aspiración controladaPLANTA BAJA de aproximadamente 225 mts2 : Equipamiento completo para restaurante OPCIONAL, pedir detalleAcceso al local con foso de defensa técnica contra inundaciones, con tanque subterráneo  de recolección de aguas de lluvia , de arranque Aberturas desarrolladas en hierro , hechas a medida, con vidriados en toda su superficie.-Dos rejas de protección interior motorizadas, en perfecto estado de funcionamiento.-Pisos de madera noble (cerezo) en tablas de 20 centímetros de ancho , dos centímetros de espesorBarras y mesadas de servicios con un longitud  de 14 metros lineales, revestidas las áreas de trabajo en Marmol Arabescato, y Marmol Goflan Silver Tras las barras pisos de material antideslizante, acceso a servicios desgrasadores y cámaras de tratamiento requeridos autoridad ambiental, con trampas contra olores.- Baño para personas con capacidades diferentes , dimensión y superficies aprobadas CABA, piso mármol Antracita Dark, paredes azulejos negros aprobados sanitario, espejos media pared de 4mm, sanitarios FV, apoyos isquiáticos y demás acordes ley.-Paredes recubiertas en espejo bisel mínimo, azulejos negro y acero en las mesadas de servicios técnicos, dos bachas de profundidad, cuadradas y espacios técnicos con lavavajillas, depósitos de residuos, espacio para bebidas sin frío, estantes elementos de cocina.-Pared enfrentada con barras área cocina a la vista revestida en madera y espejos, grandes dameros simétricos, y una banqueta de 14 metros de longitud revestida en cuero roo que en su interior guarda la aspiración de aire de sala.-Techos revestidos en material de protección acústica.-Sistema integral de inyección y extracción de aires y humos, con válvulas de seguridad que impiden la apertura de gas cuando la extracción está apagada, 2 sistema integrados para área de cochuras y fuegos y sala.-Tableros de Ingreso y suministro de energía de ultima generación preparados para recibir energía eléctrica de producción propia o red, tablero de luces con dimerizadores para cada uno de los 40 segmentos de rieles portantes de iluminación, mas segmentación por sector operativo, cocina, barras, sala, distribución de alimentación segmentada y protegida con térmicas y disyuntores sectoriales.-Sistema de distribución de sonido por cableado en la totalidad de la planta baja con más de 15 puntos de vinculación.-      Jardín y pulmón de luz y verde , con deck de madera noble y vegetación plenamente desarrollada y ambientada, superficie 8,60 x 4,5 metros, incluyendo canteros, iluminados y con riego automatizado por goteo.-PRIMER PISO de aproximadamente 250 mts2 : Mobiliario completo para oficina OPCIONAL, pedir detalleRecepción, oficinas y show room2 bañosOfficeAmplios ventanales al frente y Balcón al jardín de PB SEGUNDO PISO de aproximadamente 100 mts2 cubiertos y otro tanto de terraza descubiertaProyecto en obra para LOFT Instalaciones para baño, cocinaAmbiente para Estar Comedor DormitorioGalería cubiertaTODO luz;U$D 1.690.000 - Fondo de Comercio en Venta - Soler     5100
apartment;Palermo;Capital Federal;-34.58350372;-58.41336441;;;;;145.0;135.0;;;;3.0;;http://www.properati.com.ar/15jg5_venta_departamento_palermo_scalabrini-ortiz_2800_baulera_dependencias_garage_subte-linea-d_sebastian-kunzmann-propiedades;4 AMBIENTES CON DEPENDENCIA- COCHERA FIJA CUBIERTA- VIGILANCIA- BAULERA EN EL DEPARTAMENTO;U$D 439.000 - Departamento en Venta - Scalabrini Ortiz     2800
apartment;Palermo;Capital Federal;-34.58350372;-58.41336441;;;;;145.0;135.0;;;;3.0;;http://www.properati.com.ar/15jg7_venta_departamento_palermo_scalabrini-ortiz_2800_baulera_dependencias_garage_subte-linea-d_sebastian-kunzmann-propiedades;4 AMBIENTES CON DEPENDENCIA- COCHERA FIJA CUBIERTA- VIGILANCIA- BAULERA EN EL DEPARTAMENTO;U$D 439.000 - Departamento en Venta - Scalabrini Ortiz     2800
store;Palermo;Capital Federal;-34.58752441;-58.40906143;;;;;32.0;32.0;;;;;;http://www.properati.com.ar/15jq0_venta_local_palermo_coronel-diaz_2100_subte-linea-d_inmobiliaria-bennazar_ceg;Excelente local en PalermoFrente al Shopping Alto PalermoMedidas: 4x8 mSuperficie total: 32 m2Resta un año de alquiler (valor actual de renta $ 35.000)Valor venta con renta: USD  490.000Expensas: $ 1.200ABL: $ 600Contactarse al  o al 15;U$D 490.000 - Local en Venta - Coronel Diaz      2100
apartment;Palermo;Capital Federal;-34.58342361;-58.42360687;;;;;85.0;75.0;;;8.0;2.0;;http://www.properati.com.ar/15js9_venta_departamento_palermo_charcas_4342_balcon_lujoso_subte-linea-d_lisboa;Zona de Palermo.Excelente departamento de tres ambientes con detalles de categoríaDos dormitorios con piso de madera.Muy amplio Balcon.LISBOA INMOBILIARIA Avda. del Libertador 2687 Olivos - Bs As - Argentina  y rotativas  ;U$D 245.000 - Departamento en Venta - Charcas     4342
apartment;Palermo;Capital Federal;-34.584640500000006;-58.44459915;;;;;78.0;72.0;;;;2.0;;http://www.properati.com.ar/15jsh_venta_departamento_palermo_cordoba_6000_lavadero_patio_inmobiliaria-bennazar_ceg;Excelente departamento en Palermo!!!1° piso3 AmbientesContrafrenteSuperficie total: 78 m2Superficie cubierta: 72,6 m2Apto profesionalTiene 2 patios (uno cubierto).Tiene lavadero.Antigüedad: 30 añosEl departamento y el edificio están reciclados!!!Valor: USD 155.000Expensas: $ 1.300Contactarse al  o al 15-;U$D 155.000 - Departamento en Venta - Cordoba      6000
apartment;Palermo;Capital Federal;-34.57500839;-58.42057037;;;;;400.0;400.0;;;;3.0;;http://www.properati.com.ar/15k4o_venta_departamento_palermo_oro_2900_balcon_baulera_suite_lavadero_parrilla_piscina_vestidor_dependencias_placard_subte-linea-d_inmobiliaria-bennazar_ceg;4 Ambientes + BibliotecaDepartamento de 400 m2 dividido en dos plantas de 200m2 cada unaUbicado en excelente zona de PalermoFrente al LeParc, a una cuadra de Libertador6to Cuenta con recepción, living, cocina, comedor diario, despensa, dependencia, lavadero, placard y biblioteca.En el primer piso se encuentran los dormitorios, el primero mas vestidor y baño. El segundo dormitorio cuenta con baño y el tercero con baño en suite, placard principalLas medidas de los ambientes son:Living: 45 x 9Despensa: 2 x 1Cocina: 5 x 5Sala de estar: 4 x 9Placard: 4 x 4Biblioteca: 3 x 3.50Primer dormitorio: 4 x 5Segundo dormitorio: 4 x 5Tercer dormitorio: 3 x 4Placard principal: 6 x 4.5Vestidor y baño: 5 x 4  Baños: 2.5 x 2.5 y 3 x 2.5Muy luminosoTiene calefacción independiente, aire individual en cada ambiente y balcón corrido.3 cocherasEspaciosa baulera, pileta, solárium, parrilla y espacio guardabicicletas.Valor venta: U$S 1.100.000 Valor alquiler: U$S 5.200Expensas: $ 14.000Contactarse al  o al 15-;U$D 1.100.000 - Departamento en Venta - Oro     2900
apartment;Palermo;Capital Federal;-34.58178711;-58.41435242;;;;;174.0;74.0;;;;2.0;;http://www.properati.com.ar/15k8i_venta_departamento_palermo_republica-arabe-siria_2900_terraza_garage_subte-linea-d_sebastian-kunzmann-propiedades;4 AMBIENTES COCHERA FIJA, VIGILANCIA 24 HS, GRAN TERRAZA DE 100 M2A RECICLARTOILETE Y BAÑO COMPLETOEXCELENTE UBICACION ;U$D 350.000 - Departamento en Venta - Republica Arabe Siria     2900
apartment;Palermo;Capital Federal;-34.58178711;-58.41435242;;;;;174.0;74.0;;;;3.0;;http://www.properati.com.ar/15k8j_venta_departamento_palermo_republica-arabe-siria_2900_terraza_garage_subte-linea-d_sebastian-kunzmann-propiedades;4 AMBIENTES COCHERA FIJA, VIGILANCIA 24 HS, GRAN TERRAZA DE 100 M2A RECICLARTOILETE Y BAÑO COMPLETOEXCELENTE UBICACION ;U$D 350.000 - Departamento en Venta - Republica Arabe Siria     2900
apartment;Palermo;Capital Federal;-34.58887482;-58.42610931;;;;;75.0;70.0;;;;2.0;;http://www.properati.com.ar/15km6_venta_departamento_palermo_cordoba-3300_lavadero_patio_placard_estudio-geiler_enm;AMPLIO Y COMODO TRES AMBIENTES CON PATIO. EXCELENTE COCINA COMEDRO CON ZONA LAVADERO. POSEE BAÑO COMPLETO Y AMPLIOS PLACARDSSE ENTREGA CON SPLIT DETALLE: RECEPCION 2 X 1.50 INTIMO DE 4 X 0.80 PATIO DESCUBIERTO EN L DE 4.00 X 0.80 LAVADERO EN COCINA COCINA DE 3.90 x 2.50 LIVING 5. X 4..00 EN L DORMITORIO 3.60 X 2.80 C/PLACARD DORMITORIO 3.60 X 2.30 C/PLACARD BANO COMPLETO 2. X 1.50 AÑO DE CONSTRUCCIÓN: 1994 ABL: $ 245.- POR MES;U$D 135.000 - Departamento en Venta - Cordoba 3300     0
apartment;Palermo;Capital Federal;-34.58464813;-58.42425537;;;;;110.0;64.0;;;;1.0;;http://www.properati.com.ar/15kqi_venta_departamento_palermo_borges_2200_balcon_parrilla_piscina_garage_subte-linea-d_sebastian-kunzmann-propiedades;2 AMB CON O SIN MUEBLES. COCHERA FIJA. BALCON CON PARRILLA. EDIFICIO CON PILETA. ES UN DUPLEX;U$D 240.000 - Departamento en Venta - Borges     2200
apartment;Palermo;Capital Federal;-34.59279633;-58.43243408;;;;;46.0;43.0;;;;1.0;;http://www.properati.com.ar/15lb9_venta_departamento_palermo_av-cordoba_4800_balcon_lavadero_sanchez-chiliotti_enb;"Excelente Monoambiente de 43 m2 Cubiertos, mas 3 m2 Balcón - Hoy 2 amb - Cuarto independiente con salida al balcón de 3.10 x 4 - Cocina completa integrada al comedor diario y living - Espacio lavarropa - Barra desayunador - Baño Completo con ventana al exterior. - Balcón con vista a la Av. Córdoba. - Sistema Laundry en PB. - Ubicado sobre Av. Córdoba ""Zona Comercial"" - 2 cuadras de Av. Scalabrini Ortiz - 3 Cuadras Outlet de las calles Gurruchaga y Aguirre. - 5 Cuadras de las plazas ""Armenia y Serrano"" Corazón de Palermo Soho - Muy Cerca de Palermo Hoolywood - Ubicación inmejorable. Las medidas son aproximadas y a titulo informativo.";U$D 98.000 - Departamento en Venta - Av. Cordoba     4800
house;Palermo;Capital Federal;-34.57114792;-58.42329788;;;;;800.0;800.0;;;;8.0;;http://www.properati.com.ar/15lbg_venta_casa_palermo_araoz_2300_suite_jardin_parrilla_quincho_gaman-bienes-raices_emc;PH de estilo francés, con entrada independiente, distribuido en dos plantas, actualmente funciona como hostel con muy buena renta. aprox, 500 metros cubiertos y 320 metros de jardín . Quincho con parrilla. Dormitorio principal en suite con salida al jardín, living comedor de generosas dimensiones. Cocina con comedor diario reciclado.;U$D 1.380.000 - Tipo casa PH en Venta - Araoz     2300
apartment;Palermo;Capital Federal;-34.58863068;-58.40306091;;;;;48.0;40.0;;;;1.0;;http://www.properati.com.ar/15lcc_venta_departamento_palermo_aguero_2000_balcon_lavadero_parrilla_luminoso_subte-linea-d_subte-linea-h_sebastian-kunzmann-propiedades;2 AMBIENTES AL FRENTE CON BALCON MUY LUMINOSO- LAUNDRY- PARRILLA CON MINISUM- DECK MADERA CON DUCHA;U$D 155.000 - Departamento en Venta - Aguero     2000
apartment;Palermo;Capital Federal;-34.58077621;-58.41369247;;;;;230.0;140.0;;;;3.0;;http://www.properati.com.ar/15lic_venta_departamento_palermo_republica-arabe-siria_3000_baulera_suite_jardin_terraza_toilette_vestidor_luminoso_dependencias_garage_subte-linea-d_international-brokers_emg;Primer piso muy luminoso en exclusiva zona de Palermo. Se encuentra al frente con un hermoso y gran jardín terraza, cochera y baulera. Tiene 3 dormitorios, uno en suite con vestidor y baño completo con doble bacha. Dos habitaciones con un baño y dependencia completa. Toilette de recepción. Living comedor. A tres cuadras de Av. Libertador. ****** NO APTA CRÉDITO ******Para más información entrá a nuestro sitio web: https:// escribí al e-mail: ;U$D 685.000 - Departamento en Venta - República Árabe Siria     3000
apartment;Palermo;Capital Federal;-34.56623077;-58.43224716;;;;;260.0;230.0;;;;3.0;;http://www.properati.com.ar/15ls5_venta_departamento_palermo_av-libertador_4600_balcon_baulera_suite_lujoso_dependencias_electrogeno_villasana_8zh;AV. LIBERTADOR Y NEWBERYFrente a Kansas.Piso de Categoría, edificio doble frente- Vista bosques Palermo-  Palier privado- 260 mts2 totales. - Living comedor a balcón c/ vista -3 dormitorios  (Principal en suite)Más Escritorio ( o 4° Dorm)- otros  2 baños- Cocina amplia - Dependencia 2 espacios guarda-coches- Baulera amplia. Grupo electrógeno. Precio de venta US$ 830.000.-Expensas $ 10.000 aprox. VILLASANA NEGOCIOS INMOBILIARIOS .- ;U$D 830.000 - Departamento en Venta - Av. Libertador     4600
apartment;Palermo;Capital Federal;-34.56679535;-58.43128586;;;;;230.0;200.0;;;;4.0;;http://www.properati.com.ar/15ls6_venta_departamento_palermo_av-libertador_4500_balcon_baulera_suite_lavadero_toilette_vestidor_luminoso_vista_lujoso_dependencias_electrogeno_garage_placard_villasana_8zh;"Excelente piso de categoría sobre LIBERTADOR, doble frente, 230 metros totales.Palier privado.  Living apaisado en ""L"" con vista al Tattersall de Palermo. Balcón corrido de 17 mts aprox.3 Dormitorios. Dormitorio principal en Suite con amplio vestidor. Otros dos baños completos.Escritorio o 4to Dormitorio . Todos los dormitorios cuentan con placard y/o vestidor, mas placard de cortesía para visitas en living, mas 3 placares en pasillo o gran placard en pasillo de distribución.Cocina amplia , luminosa . Dependencia de servicio amplia con placard y baño. Lavadero cubierto amplio. Placares y toilette de recepción. Baulera. Cochera fija y cómoda.En caso de corte de luz el edificio cuenta con un importante grupo electrógeno que abastece no solo el edificio sino también equipos/electrodomésticos del departamento.Seguridad 24hs.Expensas $ 10.500 aprox.VILLASANA NEGOCIOS INMOBILIARIOS .-";U$D 729.000 - Departamento en Venta - Av. Libertador     4500
apartment;Palermo;Capital Federal;-34.56679535;-58.43128586;;;;;230.0;200.0;;;;4.0;;http://www.properati.com.ar/15ltk_venta_departamento_palermo_av-libertador_4500_balcon_baulera_suite_lavadero_toilette_vestidor_luminoso_vista_lujoso_dependencias_electrogeno_garage_placard_villasana_8zh;"Excelente piso de categoría sobre LIBERTADOR, doble frente, 230 metros totales.Palier privado.  Living apaisado en ""L"" con vista al Tattersall de Palermo. Balcón corrido de 17 mts aprox.3 Dormitorios. Dormitorio principal en Suite con amplio vestidor. Otros dos baños completos.Escritorio o 4to Dormitorio . Todos los dormitorios cuentan con placard y/o vestidor, mas placard de cortesía para visitas en living, mas 3 placares en pasillo o gran placard en pasillo de distribución.Cocina amplia , luminosa . Dependencia de servicio amplia con placard y baño. Lavadero cubierto amplio. Placares y toilette de recepción. Baulera. Cochera fija y cómoda.En caso de corte de luz el edificio cuenta con un importante grupo electrógeno que abastece no solo el edificio sino también equipos/electrodomésticos del departamento.Seguridad 24hs.Expensas $ 10.500 aprox.VILLASANA NEGOCIOS INMOBILIARIOS .-";U$D 729.000 - Departamento en Venta - Av. Libertador     4500
apartment;Palermo;Capital Federal;-34.57927704;-58.42899704;;;;;60.0;56.0;;;;1.0;;http://www.properati.com.ar/15m0j_venta_departamento_palermo_charcas_5000_balcon_parrilla_piscina_sum_subte-linea-d_garcia-schirmer-negocios-inmobiliairos_emu;EN UNA INMEJORABLE ZONA DE PALERMO AMPLIO 2 AMBIENTES AL FRENTE, CON BALCON, 56m2 cub y 4 de balcón (aprox) HALL DE ENTRADA, COCINA ABIERTA, AMPLIO LIVING COMEDOR A BALCON, BAÑO COMPLETO, DORMITORIO AL FRENTE ESPACIO GUARDA COCHE CUBIERTO.EL EDIFICIO CUENTA CON SUM, PILETA Y PARRILLA.- APTO CREDITO;U$D 155.000 - Departamento en Venta - Charcas     5000
apartment;Palermo;Capital Federal;-34.571149600000005;-58.4232966;130000.0;USD;2293785.0;130000.0;36.0;32.0;3611.111111111111;4062.5;;1.0;;http://www.properati.com.ar/15mfg_venta_departamento_palermo_balcon_gimnasio_piscina_sum_sauna_amenities_aire-acondicionado_sg-group-negocios-inmobiiarios;Monoambiente con balcon al contrafrente36 m2 Cocina incorporada con barraBaño completo Cortinas y artefactos instalados1 aire acondicionado frio/calorCochera Opcional U$S 30.000SEGURIDAD 24 HSEdificio con amenities: Sum en ultimo piso, gimnasio, sauna, piscina en planta baja, sala de estar, laundryExcelente edificio Las medidas son aproximadas, las reales surgirán de la escritura correspondiente;Hermoso Monoambiente en Palermo SOHO
apartment;Palermo;Capital Federal;-34.5872575;-58.40886210000001;360000.0;USD;6352020.0;360000.0;92.0;87.0;3913.0434782608704;4137.931034482759;;4.0;;http://www.properati.com.ar/15mgv_venta_departamento_palermo_balcon_luminoso_dependencias_garage_doble-circulacion_subte-linea-d_guimat-propiedades_e7u;PALERMO 4 AMBIENTES CON DEPENDENCIA ( con su baño)  BAÑO Y TOILLETTE COCHERA FIJA BALCON CFTE LUMINOSO ATERRAZADO, PALIER SEMI PRIVADO DOBLE CIRCULACION. SEGURIDAD TODOS LOS DIAS DE 19.45 A 6.00 HRS. PISOS DE PARQUET Y EN COCINA PORCELANATO.;PALERMO 4 AMBIENTES CON DEPENDENCIA COCHERA FIJA BALCON CFTE LUMINOSO
apartment;Palermo;Capital Federal;-34.5855574;-58.4099159;1400000.0;USD;24702300.0;1400000.0;300.0;270.0;4666.666666666667;5185.185185185185;;4.0;;http://www.properati.com.ar/15ne2_venta_departamento_palermo_balcon_suite_piscina_toilette_vestidor_luminoso_dependencias_garage_amenities_subte-linea-d_zarate-group_elp;Palermo Espectacular piso de 300m2 altisimo todo sol luz y vista a ciudad y rio, 3 dormitorios en suite  con vestidor , gran living y comedor  y escritorio, todo a balcon corrido ,  toilette de recepcion  cocina y comedor diario, entrada principal y servicios, 2 cochera fija cubierta por rampa, dependencia de servicios vigilancia las 24 hs, cochera de cortesia, servicios centrales caldera individuales servicios de amenities, Salon de fiesta, cancha de squach, piscina , juegos de niños, solarium;Palermo Espectacular piso 4 ambientes altisimo balcon 2 cocheras Amenities Todo sol luz vista
apartment;Palermo;Capital Federal;-34.584129;-58.44293100000001;121966.0;USD;2152029.08;121966.0;;49.0;;2489.1020408163267;;;;http://www.properati.com.ar/15nr8_venta_departamento_palermo_balcon_lavadero_piscina_sum_terraza_luminoso_garage_amenities_placard_re-max-premium;Corredor Responsable: Ariel Champanier - C.U.C.I.C.B.A. 4330Contacto: Ariadna Cassella - MLS ID # 181328-69El edificio de 10 pisos, cuenta con unidades de un ambiente divisible, con plantas flexibles con posibilidades de realizar la delimitación del dormitorio, en un ESPACIO SUPER CANCHERO.  El emprendimiento cuenta con 4 departamentos por piso, con dos ascensores distribuidos en dos palieres, con lo cual hay un palier para las unidades del frente y otro independiente para las unidades del contrafrente.   Cuenta con terraza, piscina y solarium en el piso 10º.  CONSULTE POR PLAN DE PAGOS. CUOTAS. ENTREGA ESTIMADA NOVIEMBRE 2018 COCHERAS OPCIONALES  Las medidas, superficies y proporciones consignadas en esta ficha son aproximadas y sólo se muestran a título informativo.   Especificaciones técnicas: Espacios privados: Paramentos exteriores  Hormigón visto y revoque texturado con color incorporado. Cielorrasos exteriores. Hormigón visto.  Paramentos interiores: Enduido de yeso con pintura látex al agua. Cielorrasos interiores. Enduido de yeso con pintura látex al agua.  Carpinterías exteriores: Perfilería a definir.  Carpinterías interiores:Marco metálico de chapa doblada con hojas placa para pintar.Puertas de acceso tipo F30 con marco de chapa doblada.  Agua Caliente. Termotanques centrales. Cañería de agua fría y caliente. Polipropileno reforzado unión a termofusión.  Calefacción: Instalación para equipos splits frió calor. Sin Provisión de Equipos  Instalación eléctrica: Cañería de acero negro para corriente 220 V .Corrugado plástico para corrientes débiles. Módulos: marca Cambre SXXI o similar.  Baños: Artefactos sanitarios marca FERRUM o similar de color blanco esmaltado. Griferías: FV, Deca Piazza o similar.  Revestimientos y pisos cerámicos. Cocina / lavadero: Mesada de granito o acero inox con pileta de acero inoxidable. Grifería monocomando FV o similar  Revestimientos y pisos cerámicos.  Mueble bajo mesada de MDF enchapados en melamina.  Pisos: Cerámicos en baños y cocinas.  Pisos de Living y dormitorio en piso de madera flotante.  Herrajes: Bronce platil  Balcón-Terraza: Barandas metálicas o de Vidrios. Pisos cerámicos.  Sin provisiones de Placard.     Espacios comunes:  Palieres  Paramentos de revoque fino pintado.  Pisos de Porcellanato y/o Cerámico.  Sum  Paramentos Enduidos de Yeso con pintura Látex al agua  Pisos de Porcellanato.  Mesada de granito y Mueble Bajo mesada  Baño completo con revestimiento y piso cerámico  Planta Baja  Paramentos hormigón visto y revoque fino pintado.  Cielorraso de hormigón visto.  Pisos de baldosa granítica o cementicias color a definir.  Piso espacio guardacoches Bloque articulado de Hormigón.  Artefactos de iluminación en espacios comunes.  Piscina-Solarium  Piscina con Pintura Aquavations y Solarium con Piso térmico y/o similar.     Amenities:  Solarium  Piscina  SUM   ;Super canchero Mono ambiente con Amenities en pozo
apartment;Palermo;Capital Federal;-34.580299100000005;-58.4355947;480000.0;USD;8469360.0;480000.0;188.0;143.0;2553.1914893617013;3356.643356643357;5.0;5.0;8000.0;http://www.properati.com.ar/15o8m_venta_departamento_palermo_nicaragua_5800_balcon_baulera_suite_parrilla_terraza_toilette_luminoso_dependencias_garage_losa-radiante_subte-linea-d_nexo-propiedades_b76;Excelente oportunidad de compra de departamento triplex en pleno corazón de Palermo.- Los tres pisos constituyen un sólo Departamento. Tiene losa radiante en los tres pisos, caldera Independiente de doble circuito para Losa Radiante y Servicio Sanitario. Tiene baulera individual, en el 6to. Piso - dedicada al departamento, terraza Semicubierta con parrilla y balcón con parrilla. Tres habitaciones  ( Habitación Suite con baño) y una dependencia de servicio. Dos baños y un toilette. El valor de la expensas incluye (aprox. 9,500ARS)  baulera, cochera, Cable e internet. Muy Luminoso. Cómoda cocina a gas con horno. Edificio de 9 a 10 Años con seguridad de Circuito Cerrado por cámara conectada al servicio de cable. -  - NEXO PROPIEDADES;DEPARTAMENTO EN VENTA
apartment;Palermo;Capital Federal;-34.573725;-58.432487;175000.0;USD;3087787.5;175000.0;;65.0;;2692.3076923076924;7.0;3.0;;http://www.properati.com.ar/15p70_venta_departamento_palermo_luminoso_impecable_placard_subte-linea-d_re-max-urbana;Corredor Responsable: Marcelo Trujillo - CUCICBA 6470 / CMCPDJLM 810Contacto: Clara Grassi - MLS ID # 420261077-5LUMINOSO DEPARTAMENTO DE 3 AMBIENTES EN LAS CAÑITAS. Al frente. Listo para mudarte, excelente estado, dos dormitorios muy luminosos, uno con acceso directo al baño, de gran tamaño. El segundo dormitorio tiene un gran placard. Ambos tienen Impecable piso de madera igual que en el living comedor, de muy buen tamaño. La cocina tiene modernos muebles bajo mesada y alacena, mucho lugar de guardado, barra desayunadora hacia el living, conexion para el lavarropas, y entrada de servicio. No podes dejar de verlo, excelente ubicacion, excelente estado, gran oportunidad.;Venta Departamento 3 amb Apto Credito Las Cañitas
